userId,testItems
2845,36060 13003 25793 33598 27085
2850,1141 27376 30956 28461 32278
2860,36942 26454 16798 17603 33599
2862,8541 6561 12398 24384 31572
2865,6809 18996 1361 20663 6715
2867,28010 14831 33073 17820 33786
2869,2565 10344 4936 5401 15126
2875,24837 7179 32438 18081 98
2877,36252 26952 33475 32777 23261
2880,13622 1651 34078 30185 21928
2883,12939 9669 35630 25730 26713
2884,5163 11043 18756 10502 19852
2886,15779 16022 25597 14105 34129
2888,9893 16388 3406 7414 13898
2895,29341 27020 19937 33260 35044
2903,9052 8145 266 33707 19020
2904,35382 36419 429 29953 32345
2908,23104 2605 18453 33598 31079
2909,36913 16141 22272 16254 35481
2914,7497 6274 29105 23389 36643
2917,31211 8939 36292 36316 19800
2921,14455 13754 28347 4532 25445
2926,11649 34960 8135 6107 15176
2933,10562 26427 28909 36835 5488
2935,24089 26778 34071 2162 12970
2951,17383 33475 34134 29382 24391
2957,15291 14839 15834 9370 35592
2964,34531 36034 23616 36841 29655
2967,6321 20327 31768 13885 37122
2968,3414 36589 9354 9669 17526
2978,36337 17029 31925 36979 19751
2985,23061 28222 25593 30139 35513
2990,11281 10121 17822 5422 17359
2993,3826 28909 6804 36835 10452
2996,8855 7874 4639 20063 9045
2997,27629 4 8805 7649 29523
2998,21644 27885 21731 22002 12196
3001,3114 33270 27175 17815 32642
3003,8549 28572 7653 20086 17072
3014,3142 4876 12771 24190 6171
3017,30924 22904 16451 9354 6821
3019,32281 20450 25879 27237 15392
3020,3078 28213 24626 17389 23480
3023,24853 34134 24986 36401 35573
3028,23194 21271 15242 4200 394
3032,34682 22149 14392 10536 32861
3041,10690 32572 991 5145 5
3043,22583 26007 824 20621 29416
3050,9986 13124 25753 23329 13176
3056,11717 28526 1972 35390 25263
3057,9346 750 17069 32962 31145
3059,13137 27562 10565 29115 12384
3064,9852 3738 28687 35302 107
3065,25878 23651 23679 21003 7416
3066,7889 13141 17335 7874 17737
3069,24519 26153 17873 24914 33993
3071,11335 29857 21753 23613 29944
3072,28909 2747 23930 35760 11261
3073,15235 31436 31992 561 34640
3074,20084 19529 34160 32004 12637
3077,12779 6459 31220 30803 33974
3082,12794 36565 18488 9753 10124
3091,28301 1802 30514 36552 21848
3093,7201 3826 18590 35509 17605
3095,32038 26956 4617 3528 22832
3098,7889 2068 8394 34129 12516
3101,22003 25782 8784 23859 7577
3104,11717 25886 5227 24391 22290
3105,8129 11237 6314 10576 22467
3106,14101 34423 35489 16813 35810
3107,27677 14225 11005 15177 5696
3108,17391 2732 6961 32109 3985
3113,12524 18301 7055 11959 21265
3118,7460 10930 1130 33996 12051
3123,24519 30453 14464 14636 11618
3127,15534 28848 31992 4373 13451
3133,33597 34961 31695 33993 31082
3137,20848 33505 25524 7664 25267
3157,10145 6112 3764 11356 8800
3163,7584 12798 33794 27677 14225
3165,20209 33173 32648 21394 9354
3166,23395 36834 32050 30206 30487
3167,6092 31055 14018 21671 33327
3168,395 15721 16361 9362 9588
3173,2988 25597 26951 30614 26285
3180,20518 35509 15662 8135 19127
3188,12635 31074 4415 20063 7606
3189,24639 14579 21157 32036 25738
3190,27679 19544 32287 4072 13752
3191,30739 4547 7818 12896 2509
3192,30287 3826 2134 21195 10452
3195,1 36056 8394 12516 29383
3198,26411 19839 9269 11261 4382
3201,10454 14820 33155 18987 18718
3202,26547 23433 14105 26951 32775
3203,35904 10148 13569 34048 9308
3206,12857 17380 10685 22397 29311
3212,26547 24398 2440 36601 33868
3214,32525 25740 17335 12644 8284
3216,14387 16901 15469 4081 15016
3218,36370 34686 31992 28320 10082
3221,34954 29047 15660 30141 3004
3227,2751 11651 22208 279 14820
3229,36546 7084 33440 24909 32891
3240,9738 18881 10356 11086 23936
3243,29740 25596 10712 1474 6791
3244,16022 27519 23346 36883 6818
3248,32304 34058 32485 8187 11479
3249,27839 17308 29317 22790 24716
3250,11409 7903 17060 17082 6080
3253,6321 1613 24699 14291 32202
3256,12399 11525 30487 30224 13252
3260,14584 32814 15508 3801 21156
3265,35202 16386 4746 3951 8810
3273,31985 7668 17151 9242 25581
3279,29178 23304 806 25574 30360
3281,32736 26397 3513 5794 12947
3287,13042 17821 33037 24077 2287
3294,31794 24408 17085 13317 5999
3296,21264 31686 27668 16942 25467
3298,30287 3826 2134 21195 10452
3302,8541 24771 31203 401 1911
3304,14099 25169 23948 32047 20925
3309,19199 20389 8468 35999 23253
3319,10452 31914 27584 27394 2424
3320,24904 22495 17058 29655 36290
3324,26120 17483 19759 8295 5
3325,12857 1447 25363 18691 12669
3326,36907 6682 35930 31303 2049
3328,25597 34847 31312 26951 37029
3330,30360 14738 26574 26962 31268
3332,17480 10701 28709 14588 20513
3336,21941 21821 11107 32470 14171
3350,35105 32827 28348 7595 36248
3351,32462 13572 4436 25715 12132
3354,14599 33498 27660 9735 16563
3358,21167 10865 27376 27776 22272
3360,12857 33473 35534 15566 33211
3361,3946 30921 35974 18498 4114
3364,28076 3469 8935 32879 12750
3374,15487 13903 5910 9824 8541
3376,1188 15539 28909 6334 4133
3378,11648 37030 14697 5963 4386
3379,2751 14591 14820 18427 5485
3387,3036 12866 10454 2464 6838
3392,2989 22589 33585 1385 4119
3396,13137 5 12384 28461 32278
3402,409 7568 359 1353 34953
3407,11247 30839 7056 35477 11210
3411,9354 20413 8550 32951 28376
3413,29386 11413 5703 35228 30101
3418,23646 16125 6991 32831 32498
3421,30832 8261 8541 11966 19001
3422,17782 10573 29551 26529 20737
3424,22093 19665 24519 33443 279
3434,25513 13144 30202 2059 10775
3435,12866 15055 7402 34957 4374
3438,20925 8804 14104 19549 8143
3439,26427 18452 31073 16794 21613
3452,33220 3766 36204 7402 36718
3455,17763 33705 26713 27221 8781
3459,32047 1103 1917 19549 32781
3461,27562 11958 12196 6633 28523
3464,15660 8027 10712 2053 18412
3468,9225 26711 2207 13755 17882
3469,34423 29690 13576 35810 12602
3474,36604 19536 22221 7064 30826
3475,7653 25462 28463 27491 29532
3482,11529 7653 29532 20086 30005
3487,32780 7659 29166 16537 7621
3488,17735 20925 19549 31335 31059
3492,23913 32520 13630 17056 15321
3496,22661 18133 28160 6633 10879
3505,20333 17070 11258 18709 22468
3511,33395 15125 16123 28524 34487
3513,23775 27816 28775 25735 2751
3518,23772 16901 4081 15242 18531
3523,2441 18429 30594 21998 8573
3525,26020 24399 27495 21130 6321
3528,35309 34623 36612 33753 35464
3532,34054 34674 35761 15316 33087
3540,3216 22583 29803 3704 1848
3543,19345 5591 3477 20552 11025
3548,22208 26951 6801 33879 24132
3550,28578 1424 3946 22580 12734
3552,31444 9762 10448 6205 395
3558,25646 34928 927 27606 34158
3560,20518 13141 4893 17335 7874
3561,20941 8216 16098 33266 2751
3563,17906 18756 33664 21284 25896
3564,12587 18413 18720 17698 24178
3565,28109 14669 33598 26411 16484
3572,24158 26846 28586 5366 2187
3581,17695 32642 5227 30220 9202
3582,11000 26014 15301 6794 9233
3583,22367 27794 23061 12791 24925
3587,12866 29386 546 20513 36713
3591,28033 13909 5106 35804 30616
3592,18999 5703 34125 35228 13367
3596,11921 7461 562 30110 31604
3602,35486 36504 32352 27376 13214
3604,3826 19300 22778 18590 35509
3611,27916 32777 30975 15542 6805
3616,23429 278 21404 28448 3295
3624,31085 21747 18121 9830 15865
3626,25300 22212 7950 4536 18515
3627,12524 14169 4465 8606 14227
3628,16141 3406 9833 15847 8261
3634,25048 36605 29532 20086 28345
3637,17821 25276 24655 32667 18033
3644,30436 34401 25185 3281 18164
3645,8187 21661 8784 2247 2765
3656,13137 12384 22818 15786 33045
3662,19001 10865 9354 32179 36204
3664,17269 7295 36972 20979 1095
3670,25675 25740 24772 12628 30100
3673,5432 32584 15719 8474 31440
3674,28067 26177 773 28587 8549
3675,37080 4409 17335 12644 25759
3676,24277 32044 24517 6199 14587
3677,18453 23056 28583 16137 15174
3678,2745 28455 6577 4091 265
3679,36337 31925 36979 28733 32495
3691,27456 11871 35332 35208 10988
3692,31925 32495 36337 28733 36979
3693,10865 1495 21613 9354 29261
3695,28213 13264 28587 27677 29645
3696,7056 9738 16307 17052 26654
3697,29921 9082 28415 20159 35644
3698,32842 2202 9770 29649 18437
3699,29856 29051 29261 35373 8515
3707,25631 36451 29645 27098 26503
3708,32308 960 16437 11981 35091
3712,5351 13531 35859 33463 34930
3715,7409 6320 35478 9052 19573
3717,24853 34134 24986 36401 35573
3721,36061 36056 4 7649 16271
3730,28114 27869 5249 3285 23915
3749,17484 32266 27791 17193 9237
3753,20518 13141 4893 17335 7874
3754,37122 25685 22147 9961 1181
3758,14762 31073 2915 25798 30064
3767,17380 14020 18412 15660 23958
3771,31033 20938 5535 18439 11909
3774,21202 35968 27660 9588 13886
3775,31556 1502 26713 24281 12454
3776,36344 23581 29993 25647 22513
3781,36011 16713 21164 31463 19318
3784,6650 36789 25167 31166 725
3790,22482 39 10454 28190 1141
3798,21740 5245 30358 36589 30363
3800,7519 15371 33071 36234 19839
3801,31212 16790 37038 20770 35364
3807,13712 12324 415 4103 6879
3812,13169 23072 25543 35581 19731
3819,12196 13468 22254 14507 16537
3820,11181 35662 14669 32683 5807
3828,29261 29051 35373 8515 4634
3830,31117 13137 4064 23058 36056
3832,32778 7534 24641 7893 18027
3837,17066 20910 22473 34994 24801
3840,23913 32520 7893 6913 23070
3841,33471 6321 27695 1060 7166
3844,13898 18081 24158 12077 33993
3846,21381 25597 26951 21187 28717
3848,14227 17206 15177 30347 11116
3861,16022 9768 17876 23049 27519
3864,21913 18987 29829 15080 14804
3866,7770 36300 25604 2436 22565
3868,4295 11758 4228 17648 33119
3869,9535 34961 30347 14099 29645
3871,24380 1643 23308 11434 25254
3873,8534 16646 32531 17037 21974
3875,22485 3762 4102 18854 28415
3877,2802 32164 11628 5046 19125
3878,31925 35207 22482 3283 7521
3880,26139 32269 12621 7093 32404
3885,26657 32352 32800 35364 3431
3886,23326 843 9269 826 4275
3888,29848 33788 28289 29947 18192
3889,33475 32777 23261 28036 3609
3892,21739 36903 29650 25631 20348
3899,11963 3279 27650 36855 32011
3906,8699 7080 7468 10433 10554
3910,34134 11408 11943 23930 27660
3913,30130 29650 33577 35775 36811
3916,706 36853 25286 11472 22909
3917,10865 1495 21613 9354 29261
3919,31925 28791 30789 36337 33790
3923,15743 29596 12866 2911 7656
3929,24090 13222 9115 22310 18857
3932,3618 1066 14040 6280 1984
3936,34961 16019 10698 10452 29381
3943,7619 21177 5557 17012 12870
3955,36599 31570 23922 34123 36328
3969,13148 25748 8150 2191 7746
3971,1 9222 12641 27708 17037
3972,28289 32397 25389 14517 30536
3974,16932 26417 27660 29754 4398
3977,6258 33925 25645 7402 29177
3979,29041 8394 3398 12516 29383
3981,13352 2748 13277 32905 19001
3983,25674 27388 35630 30558 24914
3989,559 31686 11967 6111 11237
3990,25168 30293 36774 29549 19595
3992,22389 14734 36204 10565 12656
4001,32578 3993 17198 11042 8268
4010,14591 34263 33452 18427 25749
4015,3164 36061 24158 26846 17069
4019,13142 25876 10879 17080 37040
4025,12646 31101 6543 15329 14119
4028,15361 30453 25552 20526 33454
4035,23772 16644 7662 23304 17037
4037,15971 22535 30435 23775 22781
4041,8541 18405 29645 19534 6299
4058,14455 13754 28347 4532 25445
4061,2195 13813 35744 28273 36856
4066,23304 806 25574 30360 31097
4068,18453 35390 10164 33598 26428
4069,14372 3406 24281 22389 13468
4070,36872 26739 36334 34648 36882
4074,18146 18289 15652 35761 27643
4081,32775 9893 20790 36718 23805
4084,269 23049 22029 18383 6155
4087,2675 32520 34623 6321 26173
4089,3145 36169 10421 4657 16437
4090,29662 34543 15897 10173 17210
4097,28648 8939 20507 31556 7475
4099,18453 4440 27584 2424 3826
4106,32777 9901 8541 21739 20220
4107,8541 31203 401 33452 3006
4108,28009 5699 27507 18969 8572
4110,34090 14464 1141 9747 33726
4112,23056 22147 30492 18359 23008
4119,9693 269 33961 19897 1810
4121,33173 10453 1611 30649 34056
4124,6637 15246 22089 14174 15483
4127,24399 21130 36601 6321 6800
4132,31250 22494 8717 14598 13214
4134,18389 22335 23293 12635 33597
4139,12362 36882 17064 6561 11966
4142,33674 31992 33993 4884 36292
4143,27491 35222 32541 18412 35775
4144,35509 16385 28213 23188 32655
4145,28527 25730 22420 33515 24281
4147,18193 12820 11151 30130 19242
4149,30728 26658 36098 17187 21099
4151,22006 18024 5016 27356 24137
4152,16087 17001 27132 26346 19981
4153,28808 13104 17634 16472 10433
4158,28028 23506 35738 269 12161
4175,13819 22482 30789 36337 36979
4184,31250 26153 22002 14290 33780
4187,35379 24394 15063 1403 23627
4190,14110 5489 9786 18988 36811
4194,24277 32044 24517 6199 14587
4195,6821 24488 33562 36204 17893
4197,5945 8216 17190 28213 17585
4199,16585 9412 1141 34090 14464
4203,4355 18133 12019 6633 12030
4204,7923 36521 24918 5834 17833
4214,2554 31107 36370 35158 30603
4219,16386 10699 31203 16791 9629
4222,30486 32287 31107 17775 31112
4226,17484 32266 27791 17193 9237
4233,3826 21199 36911 15662 20256
4234,2989 8529 25580 18484 32813
4254,30511 4278 24768 36313 32555
4260,13108 30837 30359 30830 23629
4263,25675 25258 1854 26276 28280
4272,8534 4893 11661 6846 17037
4275,27631 36056 6804 28586 31085
4277,24150 24772 36856 30600 36812
4278,19534 29177 8810 10452 36924
4282,28518 33498 9514 13759 24391
4284,17335 27941 35885 11976 20516
4288,33424 11648 6203 19127 31572
4291,17559 15371 22976 19127 25920
4295,23304 6450 30360 33412 17037
4300,29389 24152 5489 24386 30098
4302,33170 11243 31659 5767 2310
4306,35514 13825 24806 4193 19468
4327,18460 22709 24522 8813 27906
4329,8195 27170 14336 7068 18775
4330,24395 30141 7066 31355 14537
4331,22717 33445 32162 19481 3281
4338,24912 26547 17540 14523 33780
4352,26320 36777 35188 13470 3216
4354,9497 10571 157 33163 21856
4356,21959 20780 35608 35149 36056
4358,23943 30557 2718 5167 26217
4360,19529 20905 36037 25765 15515
4364,12264 13385 26316 6868 16257
4365,424 1912 26858 35878 29642
4366,31695 23314 5484 30239 9607
4368,30287 3826 36061 12196 7290
4369,31376 11618 9354 23012 7931
4371,24158 4 7649 16271 11237
4373,34613 18689 30965 25133 11962
4377,31692 36600 17759 1645 33455
4379,21739 8419 9354 16585 34090
4386,7744 27941 25675 29908 27052
4394,28216 36056 30346 32537 23930
4396,20518 20516 32407 21601 8935
4402,29574 33475 32777 23261 28036
4417,30491 24771 31203 36450 33577
4439,26006 3835 27668 9222 33867
4447,31805 31319 6673 32161 5969
4448,26303 20683 35086 8134 36599
4454,13137 11958 12384 19238 17068
4455,30413 15578 35915 29117 18978
4456,29662 10322 29528 36900 4081
4460,32673 24222 7096 6872 22003
4462,33825 17785 36942 31053 24984
4464,30578 8129 17952 4195 34900
4470,16141 3406 9833 15847 16451
4472,28202 15760 26268 9842 26671
4479,10326 23436 4415 13852 18434
4482,34248 4368 28908 32954 31335
4484,11531 21818 5494 8277 27507
4486,17383 33475 2509 32591 29382
4488,2820 11004 14820 27257 26716
4492,1141 14464 34090 9772 34675
4494,36212 13525 20268 11397 4725
4500,12389 12795 8941 11005 32524
4505,11409 7903 17060 17082 24410
4510,12019 11237 6314 27650 269
4518,34458 36034 29241 23616 6099
4519,14598 32520 31825 23081 9576
4523,3164 30960 9362 24263 19532
4528,19817 22803 10502 24021 34245
4530,25920 19127 19473 19241 14667
4541,23056 12870 28197 7623 7618
4543,35250 31925 14098 14143 36337
4545,29041 3398 12516 9354 29383
4553,3281 27503 10448 30602 36853
4565,10454 26713 19001 11966 36903
4566,27388 36543 13897 16928 6497
4569,20925 19549 21005 33584 27933
4573,35842 22495 24614 13147 22952
4575,34421 25332 18174 33303 29105
4582,32777 11965 18405 29645 9791
4585,20213 26216 14631 20151 16795
4587,35510 8809 29260 7521 22341
4588,7662 19242 12669 34419 19532
4594,34342 18453 35390 28033 35997
4600,24399 1765 21268 34623 6321
4601,19632 13137 24777 12384 34969
4611,10602 7653 20086 14573 8518
4615,9354 27398 31085 29642 21381
4616,29178 22003 18693 32525 34679
4625,24061 16008 4437 33217 35363
4634,26407 36811 30401 17991 33498
4638,12989 31074 24801 20159 6456
4639,8722 32389 12143 4331 14833
4646,1015 29692 36077 10454 34737
4650,12866 32781 11 31206 24520
4656,4773 36648 9034 27916 15542
4657,34961 10164 11531 21818 23802
4658,18453 3826 5623 10452 31444
4674,9431 35081 23438 25877 33314
4679,24771 4870 26987 13860 32831
4687,4064 36905 22029 17341 9354
4690,9833 19345 8261 8541 11966
4691,27054 5894 3496 1181 31768
4695,4536 26474 3027 27301 1242
4698,20995 8015 3281 36598 14579
4699,9893 16141 25735 15727 7414
4703,7241 18903 3826 35510 22579
4704,9294 22208 21600 19478 4804
4709,33574 35291 34362 24105 34334
4726,2751 24279 22208 25876 14820
4729,15725 13006 17691 17412 3534
4731,29177 26946 10690 18979 29637
4736,843 34454 10117 30453 35968
4741,30975 37048 17791 11215 19088
4756,10701 16668 28901 25736 25446
4758,9986 1430 21378 368 19292
4760,33963 31925 22482 17029 36337
4761,11529 7653 29532 20086 30005
4763,2192 30789 23355 36337 36979
4764,19196 18192 25421 30171 36872
4773,30360 26285 26475 36255 5054
4774,15540 10043 12869 9492 21144
4777,34961 10164 11531 21818 23802
4784,17383 33475 2509 32591 29382
4785,16902 22491 26010 310 26520
4789,35208 14097 27211 16561 36991
4799,8800 14228 9894 22365 1644
4801,21412 8394 34630 15578 29260
4804,14756 10359 7518 34748 6044
4805,14599 33498 10645 31910 21661
4811,33172 5980 31067 34416 12958
4816,12196 22002 30492 19242 11661
4819,2854 6914 35640 36578 11252
4821,20848 28009 111 15031 12029
4824,12866 24391 21739 27911 25044
4828,17380 24488 14820 14841 33562
4829,24164 17756 4411 15337 34837
4832,20621 19748 33155 10454 7074
4835,32778 22709 24522 31323 36901
4838,31556 20790 22094 36714 19913
4851,8800 9894 22365 1644 30220
4853,37052 4791 15207 33000 33618
4863,10865 19665 12384 27793 680
4865,21334 34612 29592 29177 10164
4866,32091 30967 15687 27607 18200
4871,14762 18302 25798 2622 30064
4877,16288 25797 34311 5674 19128
4881,24914 17873 15727 24519 20518
4883,3271 21378 590 11893 21375
4886,32316 17483 32811 23712 12504
4887,25051 33559 28509 18572 33505
4888,12598 28283 17551 32035 21210
4889,22396 28071 23091 26582 17484
4892,5008 32280 27671 30138 29377
4893,36204 19534 33705 20063 18532
4894,33475 32777 23261 28036 3609
4897,26296 21590 17664 26707 26751
4900,31185 28033 30453 12857 9607
4907,11764 25446 14890 33327 31564
4910,22618 5053 29307 2940 4545
4919,19022 32813 27660 17074 7617
4926,16421 32951 13241 14059 8357
4933,32578 24281 7086 9066 13468
4944,8588 33868 9902 36719 29878
4946,20518 7409 16128 8935 32539
4947,3114 22466 1144 19565 27175
4949,25597 30492 26951 16129 31085
4953,33997 11648 6203 33315 11259
4954,15662 33988 19241 5696 5354
4960,22450 9582 27392 27953 6751
4962,23913 16260 32520 1097 21986
4967,7414 36835 29645 36913 25290
4976,30537 22379 19422 31831 34487
4977,15932 7923 36200 17833 24918
4979,32615 26739 11499 31695 23433
4980,9535 31450 28587 14697 25446
4983,4893 17037 8187 9986 11479
4987,32773 32976 21631 4087 7021
4989,22580 18145 4743 34805 27617
4990,19743 28134 22823 16262 13144
4993,30558 12196 7290 30130 4746
4995,3766 31924 32407 33660 20208
5000,37034 11948 27362 32260 14669
5001,19452 12547 27780 23287 11235
5005,8181 22583 26948 5 29383
5009,9224 16656 9082 36713 33041
5012,36835 27941 34577 1495 32462
5013,26002 11966 17881 23670 21740
5024,29081 23326 5490 36324 19481
5026,26978 17418 22153 502 13623
5028,11618 23850 28560 14647 9118
5032,4467 33092 16420 11317 15098
5037,35510 22211 8809 4888 516
5038,12866 15055 34957 7402 9535
5041,10569 15779 2748 32525 22819
5047,21403 8193 14106 3703 34493
5050,29383 21740 11940 29405 5245
5051,20518 3947 32407 27675 27793
5053,24918 22467 5846 22688 2720
5055,36872 31686 27668 16942 25467
5056,22002 10454 14820 25740 33155
5058,32447 22927 31597 32308 29271
5071,9239 16294 3800 25793 35777
5075,36032 11409 16516 30821 17074
5078,9893 13137 4064 22003 13837
5079,2665 26007 30340 16516 19541
5080,19619 5273 15802 6171 35428
5081,6098 64 22713 21328 16932
5083,16430 30028 35775 36226 12354
5086,26316 24395 5488 34657 17086
5087,18590 30223 16795 24153 23729
5088,16421 28028 27731 29809 28946
5092,24519 17873 24914 33993 9900
5093,35701 7662 11406 26736 23886
5098,4526 6274 33176 32503 3918
5106,8111 3082 35160 5676 2545
5108,8596 23918 18426 22549 7365
5109,17383 18200 2509 32591 22884
5110,29043 16262 22482 22007 34531
5112,30287 3826 2134 21195 10452
5113,9833 29463 12516 25936 31992
5114,28909 28461 36835 32278 27257
5120,3911 23859 14360 7618 23616
5126,24090 35146 26218 20716 18293
5131,30839 10452 20084 1910 19529
5133,18156 11940 27507 33029 8771
5135,20518 3947 27793 6320 8935
5138,8939 21358 5713 17625 20885
5140,6637 15246 22089 14174 15483
5143,20084 540 23404 16979 5216
5159,2068 6446 7889 8394 34129
5160,3826 19300 22778 18590 35509
5165,339 25949 13630 23676 5165
5168,36843 15299 23670 28922 26535
5171,33997 12879 30037 3200 31274
5173,12030 5901 37045 18035 7504
5174,21501 1612 21645 19069 17584
5182,35282 18314 11750 15834 25634
5185,18453 3887 7707 34195 33788
5187,31924 32407 28909 36835 27257
5192,13940 33439 29645 8277 23326
5196,18050 36661 36621 15963 15753
5197,35082 32580 10924 25444 12409
5199,31087 13136 14833 24401 14799
5204,36847 13144 8275 10023 12220
5211,31250 25597 30492 28341 35695
5212,9833 12320 3281 4072 4955
5213,4814 19596 28213 8145 7672
5215,6321 1060 7166 8657 24699
5216,36911 3279 26254 36805 20050
5217,21986 20048 16155 30533 25103
5218,15971 4064 2751 13137 12384
5226,5163 36334 526 29592 19486
5229,33119 29041 8394 30960 35381
5235,31537 35066 4719 9362 27135
5242,15129 7055 4880 26709 29645
5243,13137 12384 28590 36839 33045
5245,22102 26741 23435 12866 31695
5247,9354 19001 30141 32179 22467
5249,33603 21525 19127 28213 843
5250,8939 20516 16385 27623 35755
5264,27322 20266 25529 27188 30346
5266,12932 7649 8145 16537 6294
5269,6461 35390 32164 26946 26762
5274,34809 12196 32287 12070 11281
5278,24776 10699 1429 1299 14298
5280,18170 30166 27889 21958 7315
5281,31992 17542 21739 23775 17380
5282,7114 31556 34340 30910 22002
5285,21664 26846 5489 32910 28594
5286,22002 17060 17082 17618 11403
5290,30608 7656 14841 34666 18985
5294,25830 7480 25136 21512 20903
5297,12866 23435 5349 23433 31695
5299,13142 25876 26956 22467 7664
5301,28628 6714 28933 22962 15473
5302,14728 5350 34842 7529 13276
5304,20675 23056 7519 36714 12947
5308,33057 25817 11345 10272 24983
5312,306 36905 3302 22892 25209
5315,18453 8398 18150 3160 36844
5320,24992 27679 26547 12390 17623
5330,9833 3281 4072 14239 13351
5335,12117 18830 13468 25925 23775
5341,30473 3019 31659 8225 32061
5344,15537 35772 29278 12748 6557
5351,3827 7055 24153 8150 11403
5358,29754 35158 30130 33577 36853
5365,18297 32287 11237 15652 6314
5373,30287 26894 32333 24733 14591
5376,26285 11532 36913 4279 17301
5377,36337 33963 31925 36979 32495
5385,22006 29383 34139 30139 21740
5391,25048 17812 14389 8531 33389
5392,10865 29736 27376 11259 2050
5393,19664 34960 34842 32780 29046
5397,2434 16275 1888 2182 2717
5401,28461 19907 27080 5488 32278
5402,1581 26535 8312 2971 8092
5404,10226 9954 10699 16386 22887
5405,25645 12305 12019 24560 8504
5409,28743 7721 10693 22688 33475
5415,13214 29645 9791 29646 31089
5417,9893 12997 34674 18217 7827
5428,36584 33578 32191 6009 31891
5430,18192 24391 18430 12881 9239
5434,26547 25740 24772 36591 12628
5435,4138 21970 27689 30883 2615
5447,26550 11237 12641 27650 35768
5448,3456 8394 12516 31604 22904
5453,35065 35510 31556 24158 11259
5458,32951 31556 22002 14101 36291
5465,36337 36979 33963 32495 30789
5468,21084 23688 12072 32019 15787
5483,8541 11966 19001 26713 14573
5484,14820 33424 2247 33266 20941
5487,17371 17685 12451 31359 36715
5493,27491 33726 30622 22344 5360
5495,26948 26419 28796 26769 10516
5498,17603 31011 7288 28663 1486
5503,26147 31910 7874 16148 17075
5504,4440 25675 21099 15674 27507
5507,19785 36057 4746 4257 8517
5517,7981 14229 27739 34064 31042
5524,5696 20634 9689 29153 20919
5525,6421 3281 32038 1356 13615
5526,19907 28216 4064 29525 20213
5528,4880 33082 34174 26746 19066
5530,26010 34421 25332 7060 4916
5534,20084 21740 34284 35329 17648
5535,5825 33264 11746 14295 22336
5543,8216 2751 24279 22208 25876
5544,28202 15760 26268 34623 9842
5545,22719 34478 1495 18150 27023
5546,25063 22467 16544 8482 13141
5550,327 7606 16730 20584 32703
5552,35100 36204 13451 28964 31107
5554,23436 33173 4740 2049 11264
5556,36356 22093 24519 19665 10164
5559,26007 284 16774 20621 4038
5562,8358 36515 17122 23326 26251
5563,33115 7649 20796 11521 16271
5565,4536 28218 25882 32411 11115
5566,22893 24535 2361 26214 4229
5568,22002 17607 21396 33044 25765
5569,18453 25675 29908 4440 27170
5575,36061 30347 5490 5963 19803
5576,19853 9287 16074 2764 4123
5577,15019 22904 25936 26096 24895
5580,34609 33187 30375 5676 29782
5584,27361 34134 28216 4064 16019
5585,21731 16519 25740 29165 20620
5587,20918 24811 2715 22885 5425
5588,33600 32053 13121 23875 32360
5593,28289 29809 29947 28109 12347
5597,33628 4554 9588 9243 34379
5598,8399 2442 2751 14820 9626
5601,35640 17221 6450 9894 25435
5608,5503 11520 19918 14706 6843
5610,28431 30616 21037 12857 33865
5611,28397 33220 15791 29645 3271
5614,20338 31331 34530 15183 2247
5615,16303 18750 728 26199 1466
5618,11957 26878 14586 19671 23032
5621,24277 29178 22302 15894 23980
5630,2201 10866 17746 12392 9494
5635,33475 15207 13886 29221 4991
5637,20955 23949 19001 26713 4390
5644,15779 33598 10454 8541 16790
5648,6106 4262 28588 24535 14846
5654,19680 32546 13758 16681 26490
5659,30441 20220 20484 445 11281
5672,21442 1835 3133 1015 12857
5673,27751 26214 26944 14587 28900
5675,32789 29861 21734 31920 34844
5680,9893 22003 8671 33175 28210
5681,3406 16388 24519 7414 26705
5689,3281 24771 33452 30819 21629
5691,35856 3164 12941 32407 12870
5696,12645 29421 9646 5761 16098
5700,31992 4526 25436 16302 28663
5702,36306 19063 34620 32606 8710
5703,35315 9833 13468 12454 29355
5709,35832 16087 18970 27132 4099
5719,11837 20518 32407 13141 26419
5720,25965 19822 3746 19766 10185
5724,23433 23089 35801 11000 18156
5725,22093 24519 19665 35509 279
5731,32117 30877 23211 7421 10448
5732,24853 34134 24986 36401 35573
5734,32124 33735 5979 13605 23335
5736,15183 26332 20507 29754 30626
5739,14820 28858 33424 17254 32757
5741,34549 8955 24054 25416 10565
5745,28036 27488 22709 35935 24522
5749,19073 28302 17582 6409 28124
5750,34673 12203 23657 9045 4105
5758,26428 5498 17068 30592 18447
5763,32778 29389 32287 17877 27489
5772,27389 28980 25258 32346 16577
5773,1495 7414 23792 13264 36835
5778,31695 23433 5349 16942 2458
5783,26024 36882 24198 36515 32727
5785,35328 21644 27885 12196 22002
5787,23596 34630 33536 19483 31019
5790,26705 33593 4 7649 16271
5793,14734 21167 14820 28213 66
5797,16141 25735 25462 7414 22713
5807,31857 7913 12816 29908 25462
5811,20790 29521 34540 5698 14458
5813,15487 13903 25797 9824 8541
5817,2201 30340 24391 21739 17881
5820,3164 28771 17483 3704 22002
5822,32648 9354 11237 11963 6314
5824,26781 33598 32513 30616 25580
5827,7664 31304 7381 1397 21707
5828,25735 15779 5 11413 29383
5831,19198 26778 28342 33246 12875
5837,27503 19529 17871 36853 27464
